0	237	241	
1	237	241	
2	237	241	
3	237	240	
4	237	241	
5	237	240	
6	237	241	
7	237	241	
8	237	241	
9	237	241	
10	237	241	
11	237	240	
12	237	241	
13	237	241	
14	237	241	
15	237	241	
16	237	241	
17	237	240	
18	237	241	
19	237	241	
20	237	241	
21	237	240	
22	237	241	
23	237	240	
24	237	241	
25	237	241	
26	237	241	
27	237	241	
28	237	241	
29	237	241	
30	237	241	
31	237	241	
32	237	241	
33	237	240	
34	237	241	
35	237	240	
36	237	241	
37	237	240	
38	237	241	
39	237	240	
40	237	241	
41	237	241	
42	237	241	
43	237	241	
44	237	241	
45	237	240	
46	237	241	
47	237	240	
48	237	241	
49	237	240	
50	237	241	
51	237	240	
52	237	241	
53	237	240	
54	237	241	
55	237	240	
56	237	241	
57	237	240	
58	237	241	
59	237	240	
60	237	241	
61	237	241	
62	237	241	
63	237	241	
64	237	241	
65	237	241	
66	237	241	
67	237	240	
68	237	241	
69	237	240	
70	237	241	
71	237	240	
72	237	241	
73	237	241	
74	237	241	
75	237	241	
76	237	241	
77	237	241	
78	237	241	
79	237	241	
80	237	241	
81	237	240	
82	237	241	
83	237	241	
84	237	241	
85	237	241	
86	237	241	
87	237	241	
88	237	240	
89	237	241	
90	237	241	
91	237	241	
92	237	241	
93	237	240	
94	237	241	
95	237	240	
96	237	241	
97	237	241	
98	237	241	
99	237	241	
100	237	241	
101	237	240	
102	237	241	
103	237	240	
104	237	241	
105	237	240	
106	237	241	
107	237	240	
108	237	241	
109	237	240	
110	237	241	
111	237	240	
112	237	241	
113	237	240	
114	237	241	
115	237	240	
116	237	241	
117	237	240	
118	237	241	
119	237	240	
120	237	241	
121	237	240	
122	237	241	
123	237	241	
124	237	241	
125	237	240	
126	237	241	
127	237	241	
128	237	241	
129	237	240	
130	237	241	
131	237	240	
132	237	241	
133	236	241	
134	237	241	
135	237	241	
136	237	241	
137	237	240	
138	237	241	
139	237	241	
140	237	241	
141	237	241	
142	237	241	
143	237	240	
144	237	241	
145	237	241	
146	237	241	
147	237	240	
148	237	241	
149	237	241	
150	237	241	
151	237	240	
152	237	241	
153	237	241	
154	237	241	
155	237	241	
156	237	241	
157	237	241	
158	237	241	
159	237	241	
160	237	241	
161	237	241	
162	237	241	
163	237	241	
164	237	241	
165	237	241	
166	237	241	
167	237	241	
168	237	241	
169	237	241	
170	237	241	
171	237	240	
172	237	241	
173	237	240	
174	237	241	
175	237	241	
176	237	241	
177	237	241	
178	237	241	
179	237	241	
180	237	241	
181	237	240	
182	237	240	
183	237	241	
184	237	241	
185	237	240	
186	237	241	
187	237	240	
188	237	241	
189	237	241	
190	237	241	
191	237	241	
192	237	241	
193	237	240	
194	237	241	
195	237	240	
196	237	241	
197	237	241	
198	237	241	
199	237	241	
200	237	241	
201	237	240	
202	237	241	
203	237	240	
204	237	241	
205	237	241	
206	237	241	
207	237	241	
208	237	241	
209	237	241	
210	237	241	
211	237	241	
212	237	241	
213	237	241	
214	237	241	
215	237	241	
216	237	241	
217	237	241	
218	237	241	
219	237	241	
220	237	241	
221	237	241	
222	237	241	
223	237	241	
224	237	241	
225	237	241	
226	237	241	
227	237	240	
228	237	241	
229	237	240	
230	237	241	
231	237	240	
232	237	241	
233	237	241	
234	237	241	
235	237	240	
236	237	241	
237	237	240	
238	237	241	
239	237	240	
240	237	241	
241	237	241	
242	237	241	
243	237	241	
244	237	241	
245	237	241	
246	237	241	
247	237	240	
248	237	241	
249	237	240	
250	237	241	
251	237	240	
252	237	241	
253	237	240	
254	237	241	
255	237	241	
256	237	241	
257	237	241	
258	237	241	
259	237	241	
260	237	241	
261	237	240	
262	237	241	
263	237	241	
264	237	240	
265	237	240	
266	237	241	
267	237	241	
268	237	241	
269	237	241	
270	237	241	
271	237	241	
272	237	241	
273	237	240	
274	237	241	
275	237	241	
276	237	241	
277	237	241	
278	237	241	
279	237	241	
280	237	241	
281	237	240	
282	237	240	
283	237	241	
284	237	240	
285	237	241	
286	237	241	
287	237	241	
288	237	241	
289	237	240	
290	237	241	
291	237	240	
292	237	241	
293	237	240	
294	237	241	
295	237	240	
296	237	241	
297	237	240	
298	237	241	
299	237	240	
300	237	241	
301	237	240	
302	237	241	
303	237	241	
304	237	241	
305	237	240	
306	237	241	
307	237	240	
308	237	241	
309	237	240	
310	237	241	
311	237	240	
312	237	241	
313	237	240	
314	237	241	
315	237	240	
316	237	241	
317	237	240	
318	237	241	
319	237	240	
320	237	241	
321	237	240	
322	237	241	
323	237	240	
324	237	241	
325	237	240	
326	237	241	
327	237	240	
328	237	241	
329	237	240	
330	237	241	
331	237	240	
332	237	241	
333	237	240	
334	237	241	
335	237	241	
336	237	241	
337	237	240	
338	237	241	
339	237	241	
340	237	241	
341	237	240	
342	237	241	
343	237	240	
344	237	241	
345	237	241	
346	237	241	
347	237	241	
348	237	241	
349	237	241	
350	237	241	
351	237	241	
352	237	240	
353	237	240	
354	237	241	
355	237	240	
356	237	241	
357	237	240	
358	237	241	
359	237	240	
360	237	241	
361	237	240	
362	237	241	
363	237	241	
364	237	241	
365	237	241	
366	237	241	
367	237	241	
368	237	241	
369	237	241	
370	237	241	
371	237	240	
372	237	241	
373	237	240	
374	237	241	
375	237	240	
376	237	241	
377	237	241	
378	237	241	
379	237	241	
380	237	241	
381	237	240	
382	237	241	
383	237	240	
384	237	241	
385	237	240	
386	237	241	
387	237	240	
388	237	241	
389	237	240	
390	237	241	
391	237	241	
392	237	241	
393	237	240	
394	237	241	
395	237	241	
396	237	241	
397	237	240	
398	237	241	
399	237	240	
400	237	241	
401	237	240	
402	237	241	
403	237	240	
404	237	241	
405	237	240	
406	237	241	
407	237	240	
408	237	241	
409	237	241	
410	237	240	
411	237	241	
412	237	241	
413	237	241	
414	237	241	
415	237	241	
416	237	241	
417	237	241	
418	237	241	
419	237	241	
420	237	241	
421	237	241	
422	237	241	
423	237	240	
424	237	241	
425	237	241	
426	237	241	
427	237	241	
428	237	241	
429	237	241	
430	237	241	
431	237	241	
432	237	241	
433	237	241	
434	237	241	
435	237	241	
436	237	241	
437	237	241	
438	237	241	
439	237	241	
440	237	241	
441	237	241	
442	237	241	
443	237	241	
444	237	241	
445	237	241	
446	237	241	
